,smiles,affinity_score
63,O=C(COc1ccccc1)c2ccccc2,2.87
65,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,3.4
66,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCC4,3.13
67,O=C1CCOc2cc(COc3ccccc3)ccc12,3
73,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,1.55
75,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,1.43
76,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,2.47
79,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,2
80,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1,2.6
82,CNCCCC12CCC(c3ccccc13)c4ccccc24,0.89
90,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1,3.72
92,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1.65
93,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,3.7
94,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,2.2
95,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,2.04
97,COc1ccc(Cc2c(N)n[nH]c2N)cc1,0.2
100,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,4.28
104,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,3.09
106,Oc1ccccc1OC(=O)c2cccc3ccccc23,4.4
109,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,3.12
112,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,1.11
115,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,2.5
116,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,4.48
120,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,3.2
121,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,-0.56
122,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,3.53
125,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.08
127,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,2.4
130,O=C1C=COc2cc(OCc3ccccc3)ccc12,3.33
131,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,0.79
132,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,3.2
135,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,2
138,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,0.7
143,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,1
144,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,3.07
145,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,3.07
