,Unnamed: 0,smiles,affinity_score
70,86,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0
71,88,N=c1[nH][nH]c(=N)[nH]1,0
72,89,O=S(=O)(O)CCO,0
73,90,O=C1CSC(=S)N1,0
74,92,C1SCSCS1,0
75,93,CCC(CC)(C(=O)O)C(=O)O,0
76,94,N#CC(=Cc1ccccc1)c1ccccc1,0
77,95,N#CNC(=N)N,0
78,97,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0
79,98,O=C(O)c1ccccc1S,0
80,99,CCOC(=O)C(C(=O)OCC)C(C(=O)OCC)C(=O)OCC,0
81,100,C=C(C)CS(=O)(=O)O,0
82,101,CCSc1ccc(N=[N+]([O-])c2ccc(SCC)c(Cl)c2)cc1Cl,0
83,103,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,0
84,104,CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC,0
85,105,O=S(=O)(O)CO,0
86,106,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,0
87,107,CCCC(O)CNCc1ccc(N(C)C)cc1,0
88,111,CCSC(SCC)C(O)C(O)C(O)C(O)C(O)C(O)CO,0
89,112,O=C(O)C(O)C(O)C(O)C(O)C(O)C(O)CO,0
90,113,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0
91,114,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,0
92,116,O=S(=O)(O)CCCCBr,0
93,117,c1ccc(SSc2ccccc2)cc1,0
94,118,O=S(=O)(O)CC(S(=O)(=O)O)S(=O)(=O)O,0
95,120,CCOC(=O)C(CCCCS(=O)(=O)O)C(=O)OCC,0
96,121,O=S1(=O)CCc2ccccc2C(Br)C1,0
97,122,CCCCCCCCS(=O)(=O)O,0
98,123,CCOCCCCS(=O)(=O)O,0
99,124,CCOC(C)CCCS(=O)(=O)O,0
100,125,O=S(=O)(O)CCCCCO,0
101,126,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
102,127,CC(=O)N1C(=O)C(=O)c2ccccc21,0
103,128,O=C1NC2NC(=O)NC2N1,0
104,129,O=C1c2ccccc2C(=O)N1Cc1ccccc1,0
105,130,CN(C)c1ccc(N=O)cc1,0
106,133,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0
107,135,N=C1NC(=O)CS1,0
108,138,CC(=O)c1cc2c(cc1C(C)C)CCC1C(C)(C#N)CCCC21C,0
109,139,COC(=O)C1(C)CCCC2(C)c3cc(Br)c(C(C)C)cc3CCC12,0
110,140,COC(=O)C1(C)CCCC2(C)c3ccccc3C(OO)CC12,0
111,141,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)CC12,0
112,142,C=C(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,0
113,144,CC(=O)OC(C)(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,0
114,145,CC(O)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C,0
115,146,CC(C)C1(Cl)CCC2C3(C)CCCC(C)(C(=O)O)C3CC(Cl)C2(Cl)C1Cl,0
116,147,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)C(Br)C12,0
117,148,CNC=O,0
118,151,O=[As]O,0
119,152,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
120,153,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
121,154,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
122,155,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)c(Cl)c1,0
123,156,CC(C)(CO)C(O)C(=O)NCCS(=O)(=O)O,0
124,157,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
125,158,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
126,159,CC[N+](C)(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
127,160,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0
128,163,N=C1NCCS1,0
129,164,O=Nc1ccc(O)cc1,0
130,165,NNC(=O)C(CC(C(=O)NN)C(=O)NN)C(=O)NN,0
131,166,O=C(O)Cc1cc(=O)[nH]n(-c2ccccc2)c1=O,0
132,167,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,0
133,169,O=S1OCCO1,0
134,170,CCCCS(=O)(=O)O,0
135,171,COc1ccc2c(ccc(=O)n2C)c1,0
136,172,CC(CN1CCCCC1)SSC(C)CN1CCCCC1,0
137,174,O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,0
138,180,O=c1ssc(=Nc2ccccc2)n1-c1ccccc1,0
139,181,CCCN=c1ssc(=O)n1CCC,0
140,182,CCCCN=c1ssc(=O)n1CCCC,0
141,183,O=c1ssc(=Nc2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,0
142,184,CCCCCCCN=c1ssc(=O)n1CCCCCCC,0
143,185,NS(=O)(=O)c1cc(O)nc(O)n1,0
144,186,CS(=O)(=O)c1cc(O)nc(O)n1,0
145,187,CCS(=O)(=O)c1cc(O)nc(O)n1,0
146,191,CCOC(=O)Nc1ccc(C(=O)C=Cc2ccc(N(CC)CC)cc2)cc1,0
147,192,CC1NC(C)SC(C)S1,0
148,193,N#CNC(=N)NC(=O)C=CC=Cc1ccc(Cl)cc1,0
149,194,O=C(O)C=CC(=O)NNC(=O)C=CC(=O)O,0
150,196,O=C(O)CCC(=O)NNC(=O)CCC(=O)O,0
151,197,Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,0
152,198,CCC(CS(=O)(=O)O)[N+](=O)[O-],0
153,200,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0
154,201,O=Nc1ccc(O)c2ncccc12,0
155,202,Oc1ccc(Cl)cc1C(c1cc(Cl)ccc1O)C(Cl)(Cl)Cl,1
156,203,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0
157,205,Oc1c(Cl)cc(Cl)c2cccnc12,0
158,210,CCN(CC)C(=S)S[Se](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC,0
159,212,CC1=NNC(=O)C1,0
160,213,O=c1ccc2cc(Cl)ccc2o1,0
161,214,CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1,0
162,215,CN(C)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1,0
163,216,CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,0
164,217,c1cnc2c(c1)ccc1cccnc12,0
165,218,Cc1ccc2ccc3ccc(C)nc3c2n1,0
166,219,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0
167,220,O=C1OC(=O)C2C1C(c1ccccc1)N1C3C(=O)OC(=O)C3C(c3ccccc3)N21,0
168,221,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,0
169,222,COc1ccc(C=CC(=O)O)cc1OC,0
170,224,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,0
171,226,CSc1nc(N)nc(N)n1,0
172,229,N=C(N)Nc1nnn[nH]1,0
173,230,O=[N+]([O-])c1cc(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1Cl,0
174,231,O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl,0
175,233,NNC(=O)c1ccccc1SSc1ccccc1C(=O)NN,1
176,236,O=c1c2ccccc2oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12,0
177,238,C[Si](C)(CCC(=O)O)O[Si](C)(C)CCC(=O)O,0
178,239,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,0
179,240,COc1ccc(C2c3cc(OC)c(OC)cc3CC3C(=O)OCC32)cc1OC,0
180,241,O=S(=O)(O)C(Br)(Br)Br,0
181,242,O=C(O)c1ccc(S(=O)(=O)O)o1,0
182,244,OCC(S)CS,0
183,245,O=C(O)C(O)(O)C(O)(O)C(=O)O,0
184,248,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,0
185,249,N=c1[nH]ncs1,0
186,251,CCCCC(CC)COS(=O)(=O)O,0
187,253,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0
188,255,CN(C)C(=S)SC(=S)N(C)C,0
189,256,O=Nc1ccc(N=O)cc1,0
190,259,CC(C)S(=O)(=O)O,0
191,260,CCN(CC)C(=S)S,0
192,261,O=C1NS(=O)(=O)c2ccccc21,0
193,262,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0
194,263,OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O,0
195,264,Oc1ncc(S)c(O)n1,0
196,265,Cc1nc(N)c2cnn(C)c2n1,0
197,267,Cc1cc(O)cc(C)c1Cl,0
198,269,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)(O)O,0
199,270,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,1
200,271,O=Nc1ccc2ccccc2c1O,0
201,273,CN(C)c1ccc(C=C2SC(=S)NC2=O)cc1,0
202,276,Cc1cc(O)cc(O)c1N=Nc1ccc([N+](=O)[O-])cc1,0
203,277,Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccccc12,0
204,278,Nc1ccc2ccccc2c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(N)ccc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1
205,280,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0
206,281,CC(C)c1cccc(C(C)C)c1O,0
207,282,CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0
208,283,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0
209,285,C1CN2CCOB(O1)OCC2,0
210,286,CCO[Si](C)(OCC)OCC,0
211,287,CCCCOC(=S)SSC(=S)OCCCC,0
212,289,CC[Sn](Cl)(CC)CC,0
213,290,Cc1cc(=O)oc2cc(O)cc(O)c12,0
214,291,COC(=O)c1ccccc1SSc1ccccc1C(=O)OC,0
215,292,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0
216,293,O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O,0
217,294,CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC,0
218,295,CCN(CC)CCCC(C)Nc1cc(-c2ccccc2)nc2ccc(OC)cc12.O=P(O)(O)O,0
219,296,CCCCCCCCCCCCCCCCCCN(C)C,0
220,298,O=Nc1ccc(O)cc1O,0
221,299,CCCCCCOP(OCCCCCC)OCCCCCC,0
222,302,CCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0
223,307,O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0
224,308,O=[N+]([O-])c1ccc(S(=O)(=O)NN=C2CCCCC2)cc1,0
225,309,CC(=O)Nc1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0
226,310,CC(C=Cc1ccccc1)=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0
227,313,Cc1ccc2oc(=O)ccc2c1,0
228,314,COc1cc(C)cc2c1OC(c1ccccc1)CC2=O,0
229,316,C=C1C(=O)OC(CCCCCCCCCCCCC)C1C(=O)O,0
230,317,CC(CCC(C)C(=O)O)C(=O)O,0
231,318,O=C(Nc1ccccc1)Nc1ccccn1,0
232,321,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
233,322,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,0
234,323,CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,0
235,324,O=C(O)C1C2OC3C(OC(=O)C31)C2Br,0
236,326,CC1=CC(=C(c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,0
237,327,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0
238,328,O=C(O)c1cc(I)cc(I)c1O,0
239,329,NC(CO)(CO)CO,0
240,330,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,0
241,334,CCCSP(SCCC)SCCC,0
242,335,CCCCOP(=S)(OCCCC)OCCCC,0
243,336,COP(=O)(OC)OC=C(Cl)Cl,0
244,337,CC(O)=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
245,338,CC(=O)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
246,340,O=C(C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0
247,343,OCC1(CO)CCCC(CO)(CO)C1O,0
248,344,CCCCCCC(=O)C(O)C(O)C(=O)CCCCCCCC(=O)O,0
249,345,Nc1cc(Cl)ccc1S,0
250,346,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0
251,347,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,0
252,348,O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,0
253,349,Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3ccccc32)ccc1O,0
254,352,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,1
255,353,N=C(N)N.O=S(=O)(O)O,0
256,354,CC[N+]12CN3CN(CN(C3)C1)C2,0
257,356,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
258,358,OCCCN(CCO)CCN(CCCO)CCCO,0
259,359,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
260,360,O=S(c1ccccc1O)S(=O)c1ccccc1O,1
261,361,COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2.[O-][Cl+3]([O-])([O-])O,0
262,363,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0
263,364,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0
264,366,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,0
265,368,Nc1c2ccccc2nc2ccccc12,0
266,371,CC(C)(O)S(=O)(=O)O,0
267,372,CC(=O)Nc1ccccc1,0
268,374,C[n+]1ccccc1C=NO,0
269,375,COc1ccc(C(=O)c2ccccc2)c(O)c1,0
270,376,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O,0
271,377,CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O,0
272,378,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O,0
273,379,O=C(O)c1cc(N=Nc2cccc([N+](=O)[O-])c2)ccc1O,0
274,380,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,0
275,381,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12,0
276,382,O=S(=O)(O)c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)c(S(=O)(=O)O)c2)cc1,0
277,383,O=S1(=O)OC(c2cc(Cl)c(O)c(Br)c2)(c2cc(Cl)c(O)c(Br)c2)c2ccccc21,1
278,384,Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,0
279,385,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,0
280,386,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,1
281,388,O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21,0
282,390,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(N=Nc4ccccc4)cc3)c(O)ccc2c1,0
283,391,N=C(N)NN.O=C(O)O,0
284,392,N=C(N)NCCCC(N)C(=O)O,0
285,393,CN(C)P(=O)(N(C)C)N(C)C,0
286,395,O=C(O)C=CCCCCCCCCC(=O)O,0
287,396,CC(=O)C(C)(CCC(=O)O)CCC(=O)O,0
288,397,N#CNC(=N)NC#N,0
289,398,N#CN(CS(=O)(=O)O)C(=N)N,0
290,400,Nc1ccccc1SSc1ccccc1N,0
291,402,CC(CN(C)C)Sc1nnc(SC(C)CN(C)C)s1,0
292,403,C=Cc1ccc(CC)cn1,0
293,404,O=C(O)c1cc(O)ccc1O,0
294,406,O=S(=O)(O)C(C(I)I)S(=O)(=O)O,0
295,407,O=S(=O)(O)CS(=O)(=O)O,0
296,408,O=C1C=C(O)C(=O)c2ccccc21,0
297,410,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,0
298,411,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,0
299,413,Cc1cc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc([N+](C)(C)C)cc2)ccc1N(C)C,0
300,414,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,0
301,416,O=c1ccc2ccccc2o1,0
302,417,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0
303,418,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0
304,419,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0
305,420,C=CS(=O)(=O)O,0
306,421,Ic1nc(-c2ccccc2)[nH]c1I,0
307,426,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,0
308,427,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCC12CCCCC2,0
309,428,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,1
310,429,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0
311,430,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
312,432,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0
313,435,CCN(CC)CCCOP(=O)(OCCCN(CC)CC)OCCCN(CC)CC,0
314,437,Cc1cc(=O)oc2cc(O)ccc12,0
315,439,O=C(O)CCCCCCCCCCCC(=O)O,0
316,441,Cc1cc(O)ccc1C1(c2ccc(O)cc2C)OS(=O)(=O)c2ccccc21,0
317,442,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,1
318,443,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,0
319,444,NNC(=O)c1ccncc1,0
320,445,COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,0
321,446,COc1ccc2c(c1)CCCN2CCCCCCCCCCN(CCC(C)C)CCC(C)C,0
322,448,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
323,451,Cc1cc(S(=O)(=O)O)ccc1N=Nc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c(C)c1,0
324,452,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,0
325,453,CC(=O)OCC[N+](C)(C)C.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0
326,454,Oc1nnc(O)c2[nH]cnc12,0
327,456,CCC(N)CS(=O)(=O)O,0
328,457,Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)c(NCC(O)C(O)C(O)CO)cc1C,0
329,458,N#CC1(c2ccccc2)CCOCC1,0
330,459,CC1=CC(C)=Nc2ccccc2N1,0
331,460,COc1cc2c(cc1OC)NC(C)=CC(C)=N2,0
332,462,COc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1OC,0
333,463,O=C1CCc2ccccc2O1,0
334,464,CC1=CC(C)=Nc2cc(Cl)ccc2N1,0
335,465,CCOC=C1C(=O)N(C(C)=O)c2cc(OC)c(OC)cc21,0
336,468,CN1BN(C)BN(C)B1,0
337,469,O=c1oc2ccc([N+](=O)[O-])cc2cc1Br,0
338,470,Cc1ccc(C=C2CCOC2=O)cc1,0
339,472,O=S(=O)(O)c1ccc(N=Nc2ccc(O)cc2O)cc1,0
340,473,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1,0
341,474,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
342,475,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0
343,477,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,0
344,478,CCCCCCCCCCCCCCCCCC(=O)O.CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,0
345,479,CNCCS(=O)(=O)O,0
346,480,CSP(=S)(SC)SC(C)c1ccc(C)cc1,0
347,481,CSSC(SC)SC,0
348,484,N#CCCN1C(=O)CCC2(CCC(=O)N(CCC#N)C2=O)C1=O,0
349,485,CSc1ccc(C=NC(=N)SN)cc1C,0
350,486,O=c1oc2c(ccc3c(O)cccc32)c2c1CCCC2,0
