,smiles,affinity_score
123,CCOCCCCS(=O)(=O)O,0
124,CCOC(C)CCCS(=O)(=O)O,0
125,O=S(=O)(O)CCCCCO,0
126,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
127,CC(=O)N1C(=O)C(=O)c2ccccc21,0
128,O=C1NC2NC(=O)NC2N1,0
129,O=C1c2ccccc2C(=O)N1Cc1ccccc1,0
130,CN(C)c1ccc(N=O)cc1,0
133,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0
135,N=C1NC(=O)CS1,0
138,CC(=O)c1cc2c(cc1C(C)C)CCC1C(C)(C#N)CCCC21C,0
139,COC(=O)C1(C)CCCC2(C)c3cc(Br)c(C(C)C)cc3CCC12,0
140,COC(=O)C1(C)CCCC2(C)c3ccccc3C(OO)CC12,0
141,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)CC12,0
142,C=C(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,0
144,CC(=O)OC(C)(C)c1ccc2c(c1)C(=O)CC1C(C)(C#N)CCCC21C,0
145,CC(O)c1ccc2c(c1)C(O)CC1C(C)(CO)CCCC21C,0
146,CC(C)C1(Cl)CCC2C3(C)CCCC(C)(C(=O)O)C3CC(Cl)C2(Cl)C1Cl,0
147,COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)C(Br)C12,0
148,CNC=O,0
151,O=[As]O,0
152,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
153,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
154,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
155,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)c(Cl)c1,0
156,CC(C)(CO)C(O)C(=O)NCCS(=O)(=O)O,0
157,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
158,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
159,CC[N+](C)(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
160,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0
163,N=C1NCCS1,0
164,O=Nc1ccc(O)cc1,0
165,NNC(=O)C(CC(C(=O)NN)C(=O)NN)C(=O)NN,0
166,O=C(O)Cc1cc(=O)[nH]n(-c2ccccc2)c1=O,0
167,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,0
169,O=S1OCCO1,0
170,CCCCS(=O)(=O)O,0
171,COc1ccc2c(ccc(=O)n2C)c1,0
172,CC(CN1CCCCC1)SSC(C)CN1CCCCC1,0
174,O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,0
180,O=c1ssc(=Nc2ccccc2)n1-c1ccccc1,0
181,CCCN=c1ssc(=O)n1CCC,0
182,CCCCN=c1ssc(=O)n1CCCC,0
183,O=c1ssc(=Nc2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,0
184,CCCCCCCN=c1ssc(=O)n1CCCCCCC,0
185,NS(=O)(=O)c1cc(O)nc(O)n1,0
186,CS(=O)(=O)c1cc(O)nc(O)n1,0
187,CCS(=O)(=O)c1cc(O)nc(O)n1,0
191,CCOC(=O)Nc1ccc(C(=O)C=Cc2ccc(N(CC)CC)cc2)cc1,0
192,CC1NC(C)SC(C)S1,0
193,N#CNC(=N)NC(=O)C=CC=Cc1ccc(Cl)cc1,0
194,O=C(O)C=CC(=O)NNC(=O)C=CC(=O)O,0
196,O=C(O)CCC(=O)NNC(=O)CCC(=O)O,0
197,Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,0
198,CCC(CS(=O)(=O)O)[N+](=O)[O-],0
200,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0
201,O=Nc1ccc(O)c2ncccc12,0
202,Oc1ccc(Cl)cc1C(c1cc(Cl)ccc1O)C(Cl)(Cl)Cl,1
203,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0
205,Oc1c(Cl)cc(Cl)c2cccnc12,0
210,CCN(CC)C(=S)S[Se](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC,0
212,CC1=NNC(=O)C1,0
213,O=c1ccc2cc(Cl)ccc2o1,0
214,CN(C)c1ccc(C=Cc2ccnc3ccccc23)cc1,0
215,CN(C)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1,0
216,CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,0
217,c1cnc2c(c1)ccc1cccnc12,0
218,Cc1ccc2ccc3ccc(C)nc3c2n1,0
219,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0
220,O=C1OC(=O)C2C1C(c1ccccc1)N1C3C(=O)OC(=O)C3C(c3ccccc3)N21,0
221,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,0
222,COc1ccc(C=CC(=O)O)cc1OC,0
224,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,0
226,CSc1nc(N)nc(N)n1,0
229,N=C(N)Nc1nnn[nH]1,0
230,O=[N+]([O-])c1cc(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)ccc1Cl,0
231,O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl,0
233,NNC(=O)c1ccccc1SSc1ccccc1C(=O)NN,1
236,O=c1c2ccccc2oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12,0
238,C[Si](C)(CCC(=O)O)O[Si](C)(C)CCC(=O)O,0
239,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,0
240,COc1ccc(C2c3cc(OC)c(OC)cc3CC3C(=O)OCC32)cc1OC,0
241,O=S(=O)(O)C(Br)(Br)Br,0
242,O=C(O)c1ccc(S(=O)(=O)O)o1,0
244,OCC(S)CS,0
245,O=C(O)C(O)(O)C(O)(O)C(=O)O,0
248,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,0
249,N=c1[nH]ncs1,0
251,CCCCC(CC)COS(=O)(=O)O,0
253,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0
255,CN(C)C(=S)SC(=S)N(C)C,0
256,O=Nc1ccc(N=O)cc1,0
259,CC(C)S(=O)(=O)O,0
260,CCN(CC)C(=S)S,0
261,O=C1NS(=O)(=O)c2ccccc21,0
262,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0
263,OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O,0
264,Oc1ncc(S)c(O)n1,0
265,Cc1nc(N)c2cnn(C)c2n1,0
267,Cc1cc(O)cc(C)c1Cl,0
269,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)(O)O,0
270,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,1
271,O=Nc1ccc2ccccc2c1O,0
273,CN(C)c1ccc(C=C2SC(=S)NC2=O)cc1,0
276,Cc1cc(O)cc(O)c1N=Nc1ccc([N+](=O)[O-])cc1,0
277,Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccccc12,0
278,Nc1ccc2ccccc2c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(N)ccc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1
280,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0
281,CC(C)c1cccc(C(C)C)c1O,0
282,CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0
283,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0
285,C1CN2CCOB(O1)OCC2,0
286,CCO[Si](C)(OCC)OCC,0
287,CCCCOC(=S)SSC(=S)OCCCC,0
289,CC[Sn](Cl)(CC)CC,0
290,Cc1cc(=O)oc2cc(O)cc(O)c12,0
291,COC(=O)c1ccccc1SSc1ccccc1C(=O)OC,0
292,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0
293,O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O,0
294,CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC,0
295,CCN(CC)CCCC(C)Nc1cc(-c2ccccc2)nc2ccc(OC)cc12.O=P(O)(O)O,0
296,CCCCCCCCCCCCCCCCCCN(C)C,0
298,O=Nc1ccc(O)cc1O,0
299,CCCCCCOP(OCCCCCC)OCCCCCC,0
302,CCCCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0
307,O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0
308,O=[N+]([O-])c1ccc(S(=O)(=O)NN=C2CCCCC2)cc1,0
309,CC(=O)Nc1ccc(S(=O)(=O)NN=Cc2ccco2)cc1,0
310,CC(C=Cc1ccccc1)=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0
313,Cc1ccc2oc(=O)ccc2c1,0
314,COc1cc(C)cc2c1OC(c1ccccc1)CC2=O,0
316,C=C1C(=O)OC(CCCCCCCCCCCCC)C1C(=O)O,0
317,CC(CCC(C)C(=O)O)C(=O)O,0
318,O=C(Nc1ccccc1)Nc1ccccn1,0
321,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
322,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,0
323,CCCCC(CC)CO[Si](OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,0
324,O=C(O)C1C2OC3C(OC(=O)C31)C2Br,0
326,CC1=CC(=C(c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,0
327,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0
328,O=C(O)c1cc(I)cc(I)c1O,0
329,NC(CO)(CO)CO,0
330,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,0
334,CCCSP(SCCC)SCCC,0
335,CCCCOP(=S)(OCCCC)OCCCC,0
336,COP(=O)(OC)OC=C(Cl)Cl,0
337,CC(O)=C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
338,CC(=O)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
340,O=C(C[PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,0
343,OCC1(CO)CCCC(CO)(CO)C1O,0
344,CCCCCCC(=O)C(O)C(O)C(=O)CCCCCCCC(=O)O,0
345,Nc1cc(Cl)ccc1S,0
346,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0
347,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,0
348,O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,0
349,Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3ccccc32)ccc1O,0
352,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,1
353,N=C(N)N.O=S(=O)(O)O,0
354,CC[N+]12CN3CN(CN(C3)C1)C2,0
356,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
358,OCCCN(CCO)CCN(CCCO)CCCO,0
359,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
360,O=S(c1ccccc1O)S(=O)c1ccccc1O,1
361,COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2.[O-][Cl+3]([O-])([O-])O,0
363,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0
364,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0
366,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,0
368,Nc1c2ccccc2nc2ccccc12,0
371,CC(C)(O)S(=O)(=O)O,0
372,CC(=O)Nc1ccccc1,0
374,C[n+]1ccccc1C=NO,0
375,COc1ccc(C(=O)c2ccccc2)c(O)c1,0
376,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O,0
377,CCCCCCCCCCCCCOC(=O)CC(C(=O)OCCCCCCCCCCCCC)S(=O)(=O)O,0
378,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O,0
379,O=C(O)c1cc(N=Nc2cccc([N+](=O)[O-])c2)ccc1O,0
380,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,0
381,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12,0
382,O=S(=O)(O)c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)c(S(=O)(=O)O)c2)cc1,0
383,O=S1(=O)OC(c2cc(Cl)c(O)c(Br)c2)(c2cc(Cl)c(O)c(Br)c2)c2ccccc21,1
384,Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,0
385,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,0
386,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,1
388,O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21,0
390,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(N=Nc4ccccc4)cc3)c(O)ccc2c1,0
391,N=C(N)NN.O=C(O)O,0
392,N=C(N)NCCCC(N)C(=O)O,0
393,CN(C)P(=O)(N(C)C)N(C)C,0
395,O=C(O)C=CCCCCCCCCC(=O)O,0
396,CC(=O)C(C)(CCC(=O)O)CCC(=O)O,0
397,N#CNC(=N)NC#N,0
398,N#CN(CS(=O)(=O)O)C(=N)N,0
400,Nc1ccccc1SSc1ccccc1N,0
402,CC(CN(C)C)Sc1nnc(SC(C)CN(C)C)s1,0
403,C=Cc1ccc(CC)cn1,0
404,O=C(O)c1cc(O)ccc1O,0
406,O=S(=O)(O)C(C(I)I)S(=O)(=O)O,0
407,O=S(=O)(O)CS(=O)(=O)O,0
408,O=C1C=C(O)C(=O)c2ccccc21,0
410,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,0
411,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,0
413,Cc1cc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc([N+](C)(C)C)cc2)ccc1N(C)C,0
414,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,0
416,O=c1ccc2ccccc2o1,0
417,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0
418,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0
419,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0
420,C=CS(=O)(=O)O,0
421,Ic1nc(-c2ccccc2)[nH]c1I,0
426,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,0
427,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCC12CCCCC2,0
428,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,1
429,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0
430,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
432,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0
435,CCN(CC)CCCOP(=O)(OCCCN(CC)CC)OCCCN(CC)CC,0
437,Cc1cc(=O)oc2cc(O)ccc12,0
439,O=C(O)CCCCCCCCCCCC(=O)O,0
441,Cc1cc(O)ccc1C1(c2ccc(O)cc2C)OS(=O)(=O)c2ccccc21,0
442,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,1
443,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,0
444,NNC(=O)c1ccncc1,0
445,COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,0
446,COc1ccc2c(c1)CCCN2CCCCCCCCCCN(CCC(C)C)CCC(C)C,0
448,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
451,Cc1cc(S(=O)(=O)O)ccc1N=Nc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c(C)c1,0
452,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,0
453,CC(=O)OCC[N+](C)(C)C.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0
454,Oc1nnc(O)c2[nH]cnc12,0
456,CCC(N)CS(=O)(=O)O,0
457,Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)c(NCC(O)C(O)C(O)CO)cc1C,0
458,N#CC1(c2ccccc2)CCOCC1,0
459,CC1=CC(C)=Nc2ccccc2N1,0
460,COc1cc2c(cc1OC)NC(C)=CC(C)=N2,0
462,COc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1OC,0
463,O=C1CCc2ccccc2O1,0
464,CC1=CC(C)=Nc2cc(Cl)ccc2N1,0
465,CCOC=C1C(=O)N(C(C)=O)c2cc(OC)c(OC)cc21,0
468,CN1BN(C)BN(C)B1,0
469,O=c1oc2ccc([N+](=O)[O-])cc2cc1Br,0
470,Cc1ccc(C=C2CCOC2=O)cc1,0
472,O=S(=O)(O)c1ccc(N=Nc2ccc(O)cc2O)cc1,0
473,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1,0
474,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
475,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0
477,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,0
478,CCCCCCCCCCCCCCCCCC(=O)O.CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,0
479,CNCCS(=O)(=O)O,0
480,CSP(=S)(SC)SC(C)c1ccc(C)cc1,0
481,CSSC(SC)SC,0
484,N#CCCN1C(=O)CCC2(CCC(=O)N(CCC#N)C2=O)C1=O,0
485,CSc1ccc(C=NC(=N)SN)cc1C,0
486,O=c1oc2c(ccc3c(O)cccc32)c2c1CCCC2,0
487,Nc1nc(N)nc(Nc2ccc([As](=O)(O)O)cc2)n1,0
488,CC(=O)C(CCC(=O)O)(CCC(=O)O)C(C)C,0
489,Cc1cnc2cc(Cl)ccc2c1NCCN(CC(C)C)CC(C)C.O=P(O)(O)O,0
490,CCCCN(CCCC)CCCCNc1c(C)cnc2cc(Cl)ccc12.O=P(O)(O)O,0
491,Cc1ccc2oc3ccccc3c(=O)c2c1,0
494,O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Br)c(Br)c(Br)c(Br)c21,0
495,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,0
498,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,1
499,NC(CCSSCCC(N)C(=O)O)C(=O)O,0
500,CCOC(=O)COc1c(C)cc(SSc2cc(C)c(OCC(=O)OCC)c(C)c2)cc1C,0
501,O=C1c2cccc3cccc(c23)C(=O)N1CCO,0
504,CC(=O)c1c(O)c2ccccc2oc1=O,0
505,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
506,CNc1ccc2cc3ccc(NC)cc3[o+]c2c1,0
507,O=c1cc(O)c2ccccc2o1,0
