,smiles,affinity_score
79,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,0
80,NCCn1ncc2cc(Cl)c(Cl)cc21,1
81,O=c1[nH]cnc2c1ncn2[C@@H]1CC[C@@H](CO)O1,0
82,CC(C)=CCN1CCC2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,1
83,N#Cc1ccc(N2CCC3(CCNCC3)CC2)cc1,0
84,CCCC(C)=O,1
85,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
86,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0
87,O=C(O)c1cc(=O)cco1,0
88,C[N+]1(C)CCC[C@@H]1COC(=O)C(O)(c1ccccc1)c1ccccc1,0
89,C=CCC1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,1
90,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,1
91,CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,1
92,COc1ccc(O)cc1,0
93,O=C1CN2C(=O)CCC2N1,1
94,CC(=O)N1CCN(C(=O)Cc2ccc([S@@+](C)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,0
95,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,1
96,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1
97,COc1cccnc1CCCCNC1=NC(=O)[C@H](Cc2ccc(C)nc2)C=N1,0
98,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1
99,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,0
100,CC[C@H](CO)NCCN[C@H](CC)CO,0
101,CCNC(Cc1ccccc1)[C@@H]1CCCO1,1
102,CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1,0
103,COC1=CC(=O)OC1C(O)c1ccccc1Cl,1
104,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,1
105,CNC1CCC(c2ccccc2)c2ccccc21,1
106,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1
107,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0
