,Unnamed: 0,smiles,y_true
95,2879,NCCCNCCSP(=O)(O)O,0.0
96,866,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2C)C3=CCCCC3,1.0
97,8838,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,1.0
98,4930,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1.0
99,7377,Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@H]1N2,1.0
100,6238,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.0
101,6699,Oc1ccccc1-c1nnco1,1.0
102,4769,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.0
103,4691,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2CCC[C@@H]3[C@@H]1C5,1.0
104,1432,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,1.0
105,3734,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.0
106,9350,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.0
107,2194,CN(C)[C@](C)(CO)Cc1ccc(Cl)c(Cl)c1,1.0
108,8755,CCCCOC(C)=O,1.0
109,9021,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0
110,3888,C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1.0
111,5398,CCOC(=O)O[C@@H]1[C@H](O[C@H]2[C@@H](C)[C@H](O[C@@H]3CC(C)(OC)[C@@H](O)[C@H](C)O3)[C@H](C)C(=O)O[C@@H](CC)C(C)(O)[C@@H](O)[C@H](C)C(=O)[C@@H](C)CC2(C)O)O[C@@H](C)C[C@@H]1N(C)C,0.0
112,1261,C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,1.0
113,1413,C1=CC(=NC2=C1C(C(=CN2CC)C(O)=O)=O)CC3=CC=CC=C3,1.0
114,6020,C[C@H](Oc1ccccc1)C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
115,5366,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl,1.0
116,4057,CC[C@@]1(O)CCN2CCc3ccc(C)cc3[C@H]2C1,1.0
117,8383,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0
118,7874,O=c1cccc2n1C[C@@H]1CNC[C@@H]2C1,0.0
119,766,C2=C(C1(C(N(C)C(C1)=O)=O)C)C=CC=C2,1.0
120,2009,CCOc1ccc2ccccc2c1NC(=O)C1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0
121,7578,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1.0
122,9043,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0
123,6684,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1.0
124,462,[C@]12(OC(O[C@@H]1C[C@@H]3C2(CC(O)[C@H]4C3CCC5=CC(=O)C=CC45C)C)(C)C)C(=O)CO,1.0
125,9151,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1.0
126,5708,CNCC[C@H](Oc1ccccc1OC)c1ccccc1,1.0
127,2623,CO[C@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1N[C@H]12,0.0
128,7546,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(OC)c2C1,1.0
129,2425,CCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)[C@H](O[C@@H]3C[C@](C)(OC)[C@H](O)[C@@H](C)O3)[C@@H](C)C(=O)O[C@@H](CC)[C@](C)(O)[C@@H](O)[C@H](C)C(=O)[C@@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0.0
130,2114,CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.0
131,4320,NC(Cc1ccc(O)c(O)c1)C(=O)O,1.0
132,8385,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,1.0
133,828,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(C)=O)/c3occc3,0.0
134,5879,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.0
135,3195,COc1cccc(CC(=O)N2CCN(C(C)=O)CC2CN2CCC(O)C2)c1,0.0
136,2522,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,1.0
137,2101,CC(C)N[C@@H]1C2CCC(CC2)[C@@]1(O)c1ccc(Cl)c(Cl)c1,1.0
138,6239,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,0.0
139,9390,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.0
140,2855,CCc1c(C)nn(CC(=O)NC[C@H]2CCCN(c3ccccn3)C2)c1C,1.0
141,1295,C4=C(C(C3CCN(CCC1=C(N=C2N(C1=O)CCS2)C)CC3)=O)C=CC(=C4)F,1.0
142,3026,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.0
143,3909,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,0.0
144,4791,C[N+](C)([O-])CCC=C1c2ccccc2C=Cc2c(Cl)cccc21,1.0
145,3053,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,1.0
146,8124,CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,1.0
147,221,C(C(C(N)=O)(CCC)CCC)CC,1.0
148,6228,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0
149,858,C1=C(OC)C(=CC2=C1C(=C(C(OCC)=O)[NH]2)CCN4CCN(C3=CC=CC=C3)CC4)OC,1.0
150,2132,CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,1.0
151,3045,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,1.0
152,1180,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,0.0
153,4512,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1.0
154,2235,CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,0.0
155,6598,O=C1CC[C@@H]2C3Cc4cccc(O)c4C2(CCN3CC2CC2)C1,1.0
156,994,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1.0
157,6204,COc1cccc(OC)c1C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
158,730,CN(CCC=C1c2ccccc2CCc2ccccc12)C,1.0
159,8235,COC1/C=C\C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(/C)C1OC(N)=O)C2=O,1.0
160,1745,CC(C)C1OC(=O)C2=CCCN2C(=O)c3coc(CC(=O)CC(O)\C=C(C)/C=C\CNC(=O)\C=C/C1C)n3,0.0
161,3930,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,1.0
162,8597,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,1.0
163,2441,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,1.0
164,465,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C)=O)=O,1.0
165,7529,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1.0
166,157,CCCC(C)CC,1.0
167,4295,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,1.0
168,8795,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C,1.0
169,2581,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.0
170,185,CCCC(C)(COC(N)=O)COC(N)=O,1.0
171,1002,C3=C(C2(C1=CC=CC=C1)C(N(C(C(Cl)(Cl)Cl)O)CN2)=O)C=CC=C3,1.0
172,4238,c1ccc2c(c1)CCN1CCNC[C@@H]21,1.0
173,400,C2=C(C(CC(N(C)C)C)(C(CC)O)C1=CC=CC=C1)C=CC=C2,1.0
174,6644,CC(Cc1ccccc1)NC(C#N)c1ccccc1,1.0
175,4073,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1.0
176,6659,Cc1ccc(OC[C@@H](C)NC(=O)/C(=C/c2ccco2)c2ccccc2)cc1,0.0
177,3183,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,1.0
178,7970,CCC(=O)O[C@@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,1.0
179,7441,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1.0
180,8218,Cc1cc(Br)cnc1NC(=O)C(C)(C)C,0.0
181,4723,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0
182,1851,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1.0
183,1739,C1=CC(=CC=C1OCC(OCCNC23CC4CC(C2)CC(C3)C4)=O)Cl,1.0
184,9150,CN[C@@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3OCC(C)(O)[C@@H](NC)[C@@H]3O)[C@H]2O)O1,0.0
185,7711,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1.0
186,1418,C1=C(Cl)C=CC2=C1C(=NO2)C([N]3C=CN=C3)C,1.0
187,7102,CN1CCCc2cccc(OC[C@@H]3CNCCO3)c21,1.0
188,1923,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(SCC/N=C\N)C[C@@H]12,0.0
189,4115,CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)C(CN2CCC(O)C2)C1,0.0
190,2894,CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,0.0
191,1009,C1=C4C(=C2C(=C1F)SC=C2C)C3=C(CCN(C3)CC)[NH]4,1.0
192,1156,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],1.0
193,3632,CC(C)(O)C(Cl)(Cl)Cl,1.0
194,5429,CCOP(=O)(OCC)SCC[N+](C)(C)C,0.0
195,9366,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21,0.0
196,4100,C[C@H](NN)c1ccccc1,1.0
197,5297,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,0.0
198,4600,CO[C@H]1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,1.0
199,8715,C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1,1.0
200,879,C1=NC(=NC2=C1N=C[N]2COCCO)N,1.0
201,6696,CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,1.0
202,2038,Cc1cccc2c1Oc1ccccc1[C@]1(O)CCN(C)C[C@H]21,1.0
203,8778,C=N[C@H](C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,0.0
204,3564,COCC1CN(c2ccc(OCCC(O)C(F)(F)F)cc2)C(=O)O1,1.0
205,3016,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,1.0
206,8370,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,1.0
207,2527,C[C@@H]1NC(=O)C2(CCCC2)NC1=O,1.0
208,883,C2=C(C1(CCCCC1)NCC)C=CC=C2,1.0
209,4319,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1.0
210,4430,CC(C)C[C@H](OC(=O)c1ccco1)C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
211,211,C(C(NN)C)CCCCC,1.0
212,7171,Nc1ccc(O)c(C(=O)O)c1,0.0
213,1726,C1=CC(=CC=C1C(N2C(CCC2)=O)=O)OC,1.0
214,3034,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.0
215,1247,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,1.0
216,4984,Cc1cc(C(=O)NCCCN2CCCc3ccccc32)ccc1[N+](=O)[O-],0.0
217,4958,CCC(Br)(CC)C(=O)NC(N)=O,1.0
218,3309,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.0
219,4107,CC(C)(C)c1ccc(CN2CCN([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1.0
220,8285,OCC(O)CN1CCN(c2ccccc2)CC1,0.0
221,8125,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,0.0
222,8809,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,1.0
223,4682,CCN(CC)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3C(O)CC21C,1.0
224,3516,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,1.0
225,3217,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1.0
226,1807,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O,0.0
