,smiles,y_true
4065,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,0.0
4941,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]12C,1.0
1078,C1=C(Br)SC2=C1C(=NCC3=NN=C([N]23)C)C4=C(C=CC=C4)Cl,1.0
676,C1=CC=CC2=C1C(=C[NH]2)CC(CC)N,1.0
2922,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1.0
7515,CC(C)NNC(=O)COc1ccc(Cl)cc1,1.0
7978,C[C@H]1C[C@H]2[C@@H]3CC[C@@H](C(=O)O)[C@]3(C)C[C@@H](O)[C@H]2[C@@]2(C)CCC(=O)C=C12,1.0
6314,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC,1.0
7697,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0.0
6363,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O[C@H]1OC(=O)c2ccccc21,0.0
8148,Cc1cnn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,1.0
6123,CC[C@H](NC(=O)[C@H](C)Sc1ccc(C)cc1)c1ccc(S(C)(=O)=O)cc1,0.0
2879,NCCCNCCSP(=O)(O)O,0.0
866,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2C)C3=CCCCC3,1.0
8838,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,1.0
4930,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1.0
7377,Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@H]1N2,1.0
6238,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.0
6699,Oc1ccccc1-c1nnco1,1.0
4769,C[C@H]1C[C@@H]2[C@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.0
4691,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2CCC[C@@H]3[C@@H]1C5,1.0
1432,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C6=CC7=C(O6)C=CC=C7)=O)=O,1.0
3734,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.0
9350,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.0
2194,CN(C)[C@](C)(CO)Cc1ccc(Cl)c(Cl)c1,1.0
8755,CCCCOC(C)=O,1.0
9021,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0
3888,C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1.0
5398,CCOC(=O)O[C@@H]1[C@H](O[C@H]2[C@@H](C)[C@H](O[C@@H]3CC(C)(OC)[C@@H](O)[C@H](C)O3)[C@H](C)C(=O)O[C@@H](CC)C(C)(O)[C@@H](O)[C@H](C)C(=O)[C@@H](C)CC2(C)O)O[C@@H](C)C[C@@H]1N(C)C,0.0
1261,C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,1.0
1413,C1=CC(=NC2=C1C(C(=CN2CC)C(O)=O)=O)CC3=CC=CC=C3,1.0
6020,C[C@H](Oc1ccccc1)C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
5366,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl,1.0
4057,CC[C@@]1(O)CCN2CCc3ccc(C)cc3[C@H]2C1,1.0
8383,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0
7874,O=c1cccc2n1C[C@@H]1CNC[C@@H]2C1,0.0
766,C2=C(C1(C(N(C)C(C1)=O)=O)C)C=CC=C2,1.0
2009,CCOc1ccc2ccccc2c1NC(=O)C1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0
7578,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1.0
9043,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0
6684,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1.0
462,[C@]12(OC(O[C@@H]1C[C@@H]3C2(CC(O)[C@H]4C3CCC5=CC(=O)C=CC45C)C)(C)C)C(=O)CO,1.0
9151,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1.0
5708,CNCC[C@H](Oc1ccccc1OC)c1ccccc1,1.0
2623,CO[C@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1N[C@H]12,0.0
7546,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1COc2cccc(OC)c2C1,1.0
2425,CCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)[C@H](O[C@@H]3C[C@](C)(OC)[C@H](O)[C@@H](C)O3)[C@@H](C)C(=O)O[C@@H](CC)[C@](C)(O)[C@@H](O)[C@H](C)C(=O)[C@@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0.0
2114,CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.0
4320,NC(Cc1ccc(O)c(O)c1)C(=O)O,1.0
8385,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,1.0
828,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(C)=O)/c3occc3,0.0
5879,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.0
3195,COc1cccc(CC(=O)N2CCN(C(C)=O)CC2CN2CCC(O)C2)c1,0.0
2522,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,1.0
2101,CC(C)N[C@@H]1C2CCC(CC2)[C@@]1(O)c1ccc(Cl)c(Cl)c1,1.0
6239,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,0.0
9390,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.0
2855,CCc1c(C)nn(CC(=O)NC[C@H]2CCCN(c3ccccn3)C2)c1C,1.0
1295,C4=C(C(C3CCN(CCC1=C(N=C2N(C1=O)CCS2)C)CC3)=O)C=CC(=C4)F,1.0
3026,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.0
3909,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,0.0
4791,C[N+](C)([O-])CCC=C1c2ccccc2C=Cc2c(Cl)cccc21,1.0
3053,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,1.0
8124,CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,1.0
221,C(C(C(N)=O)(CCC)CCC)CC,1.0
6228,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0
858,C1=C(OC)C(=CC2=C1C(=C(C(OCC)=O)[NH]2)CCN4CCN(C3=CC=CC=C3)CC4)OC,1.0
2132,CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,1.0
3045,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,1.0
1180,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,0.0
4512,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1.0
2235,CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,0.0
6598,O=C1CC[C@@H]2C3Cc4cccc(O)c4C2(CCN3CC2CC2)C1,1.0
994,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1.0
6204,COc1cccc(OC)c1C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
730,CN(CCC=C1c2ccccc2CCc2ccccc12)C,1.0
8235,COC1/C=C\C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(/C)C1OC(N)=O)C2=O,1.0
1745,CC(C)C1OC(=O)C2=CCCN2C(=O)c3coc(CC(=O)CC(O)\C=C(C)/C=C\CNC(=O)\C=C/C1C)n3,0.0
3930,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,1.0
8597,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,1.0
2441,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,1.0
465,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C)=O)=O,1.0
7529,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1.0
157,CCCC(C)CC,1.0
4295,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,1.0
8795,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C,1.0
2581,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.0
185,CCCC(C)(COC(N)=O)COC(N)=O,1.0
1002,C3=C(C2(C1=CC=CC=C1)C(N(C(C(Cl)(Cl)Cl)O)CN2)=O)C=CC=C3,1.0
4238,c1ccc2c(c1)CCN1CCNC[C@@H]21,1.0
400,C2=C(C(CC(N(C)C)C)(C(CC)O)C1=CC=CC=C1)C=CC=C2,1.0
6644,CC(Cc1ccccc1)NC(C#N)c1ccccc1,1.0
4073,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1.0
6659,Cc1ccc(OC[C@@H](C)NC(=O)/C(=C/c2ccco2)c2ccccc2)cc1,0.0
3183,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,1.0
7970,CCC(=O)O[C@@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,1.0
7441,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1.0
8218,Cc1cc(Br)cnc1NC(=O)C(C)(C)C,0.0
4723,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0
1851,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1.0
1739,C1=CC(=CC=C1OCC(OCCNC23CC4CC(C2)CC(C3)C4)=O)Cl,1.0
9150,CN[C@@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@H]2[C@@H](N)C[C@H](N)[C@H](O[C@@H]3OCC(C)(O)[C@@H](NC)[C@@H]3O)[C@H]2O)O1,0.0
7711,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1.0
1418,C1=C(Cl)C=CC2=C1C(=NO2)C([N]3C=CN=C3)C,1.0
7102,CN1CCCc2cccc(OC[C@@H]3CNCCO3)c21,1.0
1923,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(SCC/N=C\N)C[C@@H]12,0.0
4115,CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)C(CN2CCC(O)C2)C1,0.0
2894,CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,0.0
1009,C1=C4C(=C2C(=C1F)SC=C2C)C3=C(CCN(C3)CC)[NH]4,1.0
1156,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],1.0
3632,CC(C)(O)C(Cl)(Cl)Cl,1.0
5429,CCOP(=O)(OCC)SCC[N+](C)(C)C,0.0
9366,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21,0.0
4100,C[C@H](NN)c1ccccc1,1.0
5297,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,0.0
4600,CO[C@H]1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,1.0
8715,C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1,1.0
879,C1=NC(=NC2=C1N=C[N]2COCCO)N,1.0
6696,CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,1.0
2038,Cc1cccc2c1Oc1ccccc1[C@]1(O)CCN(C)C[C@H]21,1.0
8778,C=N[C@H](C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,0.0
3564,COCC1CN(c2ccc(OCCC(O)C(F)(F)F)cc2)C(=O)O1,1.0
3016,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,1.0
8370,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,1.0
2527,C[C@@H]1NC(=O)C2(CCCC2)NC1=O,1.0
883,C2=C(C1(CCCCC1)NCC)C=CC=C2,1.0
4319,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1.0
4430,CC(C)C[C@H](OC(=O)c1ccco1)C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0.0
211,C(C(NN)C)CCCCC,1.0
7171,Nc1ccc(O)c(C(=O)O)c1,0.0
1726,C1=CC(=CC=C1C(N2C(CCC2)=O)=O)OC,1.0
3034,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.0
1247,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,1.0
4984,Cc1cc(C(=O)NCCCN2CCCc3ccccc32)ccc1[N+](=O)[O-],0.0
4958,CCC(Br)(CC)C(=O)NC(N)=O,1.0
3309,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.0
4107,CC(C)(C)c1ccc(CN2CCN([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1.0
8285,OCC(O)CN1CCN(c2ccccc2)CC1,0.0
8125,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,0.0
8809,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,1.0
4682,CCN(CC)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3C(O)CC21C,1.0
3516,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,1.0
3217,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1.0
1807,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O,0.0
914,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C,0.0
12,NC(=O)OCCCc1ccccc1,1.0
8303,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,0.0
7062,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1.0
736,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,1.0
453,c1cc(CCNC)ncc1,1.0
8566,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0
